price,beds,baths,garage,stories,house_type,lot_sqft,sqft,year_built,address,state,city,lat,lon,county
115000.0,3.0,1.0,1.0,2.0,single_family,4500.0,1368.0,1930.0,51 Shady Way,NY,Rochester,43.220749,-77.638646,Monroe
342000.0,1.0,1.0,,,single_family,3825439.0,650.0,1950.0,343 Cornish Hill Rd Lot 3,NY,Cooperstown,42.669257,-74.900151,Otsego
475000.0,3.0,2.0,1.0,,single_family,10019.0,2010.0,1920.0,58 Simmons Ln,NY,Millerton,41.955985,-73.510623,Dutchess
29900.0,3.0,2.0,,1.0,mobile,,1120.0,1994.0,60 Adams St,NY,Newark,43.044986,-77.073108,Wayne
389000.0,2.0,1.0,2.0,2.0,single_family,14810.0,1200.0,1934.0,46 11th Ave,NY,Huntington Station,40.839628,-73.423773,Suffolk
499000.0,4.0,4.0,2.0,3.0,single_family,72745.0,3200.0,1984.0,249 Lafayette Ave,NY,Cortlandt Manor,41.283353,-73.89612,Westchester
265000.0,3.0,2.0,,,single_family,6600.0,1164.0,1946.0,142 Pearsall Pl,NY,Ithaca,42.431413,-76.489823,Tompkins
559900.0,3.0,2.0,2.0,,single_family,87120.0,1897.0,1970.0,132 Valley View Blvd,NY,North Greenbush,42.663246,-73.696529,Rensselaer
520000.0,2.0,2.0,1.0,2.0,townhomes,619.0,,1998.0,300 West St Apt 10,NY,Mount Kisco,41.192879,-73.730949,Westchester
499000.0,7.0,3.0,,2.0,multi_family,9500.0,2480.0,1971.0,34 Jackson St,NY,East Farmingdale,40.71006,-73.419796,Suffolk
415000.0,3.0,2.0,,2.0,single_family,21780.0,1454.0,1934.0,21 Old Doansburg Ln,NY,Brewster,41.446278,-73.552604,Putnam
495000.0,1.0,1.0,,1.0,single_family,47916.0,893.0,1930.0,44 Trail of the Hemlocks,NY,Putnam Valley,41.406702,-73.869245,Putnam
229000.0,3.0,1.0,1.0,,single_family,4356.0,960.0,1925.0,48 Cuthbert St,NY,Scotia,42.835509,-73.960317,Schenectady
839000.0,5.0,5.0,2.0,2.0,single_family,18731.0,3597.0,1920.0,19 Cottage Ave,NY,Nanuet,41.080622,-74.01276,Rockland
450000.0,4.0,2.0,,2.0,single_family,16553.0,1820.0,1968.0,142 Whipple Rd,NY,Middletown,41.428998,-74.48706,Orange
595000.0,5.0,3.0,,,multi_family,65340.0,3234.0,1943.0,105 Deans Corner Rd,NY,Brewster,41.376736,-73.62636,Putnam
429000.0,5.0,2.0,,,single_family,4792.0,2582.0,1903.0,21 Cooley Rd,NY,Parksville,41.857634,-74.757286,Sullivan
5499000.0,10.0,9.0,,3.0,single_family,12197.0,,1878.0,24 Oak St,NY,Woodmere,40.628041,-73.713965,Nassau
765000.0,4.0,2.0,2.0,2.0,single_family,6000.0,2100.0,1969.0,4083 New York Ave,NY,Island Park,40.608574,-73.642374,Nassau
420000.0,3.0,1.0,,2.0,single_family,6000.0,,1967.0,17 Lynn Pl,NY,Valley Stream,40.661402,-73.692116,Nassau
249000.0,2.0,1.0,,1.0,condos,14810.0,875.0,1977.0,402D Woodbridge Dr Unit D,NY,Ridge,,,Suffolk
3200000.0,5.0,5.0,2.0,,single_family,106286.0,4051.0,2011.0,9502 N Bayview Rd,NY,Southold,41.037969,-72.397387,Suffolk
369000.0,0.0,1.0,,,coop,,630.0,1961.0,1311 Brightwater Ave Apt 3L,NY,Brooklyn,40.575973,-73.955933,Kings
589000.0,3.0,3.0,2.0,,single_family,7841.0,,1975.0,69 Bonaparte Ave,NY,Islip,40.738916,-73.2233,Suffolk
256.0,1.0,1.0,,1.0,coop,,780.0,1952.0,32-23 88 St Unit 505,NY,East Elmhurst,,,Queens
389000.0,2.0,2.0,1.0,,single_family,165528.0,1807.0,1982.0,8 Squire Hill Rd,NY,Roxbury,42.275177,-74.607794,Delaware
175000.0,2.0,2.0,,,mobile,853776.0,1026.0,2004.0,788 Teed Rd,NY,Masonville,42.243945,-75.218534,Delaware
375000.0,4.0,3.0,2.0,2.0,single_family,109336.0,2080.0,2002.0,7325 Lakeview Dr,NY,Hamilton,42.846459,-75.513371,Madison
110000.0,2.0,2.0,,2.0,single_family,24938.0,1267.0,1860.0,55 N 5th St,NY,Allegany,42.163818,-78.988809,Cattaraugus
179900.0,4.0,3.0,1.0,3.0,single_family,6098.0,2288.0,1935.0,24 Beethoven St,NY,Binghamton,42.0942,-75.934174,Broome
40000.0,0.0,1.0,,2.0,single_family,23087.0,1098.0,1900.0,4378 State Route 414 Rd,NY,Seneca Falls,42.81277,-76.8104,Seneca
169000.0,3.0,1.0,2.0,2.0,single_family,16988.0,1664.0,1948.0,215 Linwood Ave,NY,Albion,43.252888,-78.184833,Orleans
79900.0,4.0,1.0,1.0,,single_family,16553.0,1668.0,1951.0,15394 County Highway 23,NY,Sidney,42.313312,-75.337854,Delaware
1495000.0,3.0,2.0,,,single_family,31799.0,,1985.0,25 Ridge Rd,NY,Wainscott,40.976049,-72.257787,Suffolk
599000.0,6.0,6.0,4.0,,single_family,174240.0,3585.0,1920.0,44127 Route 28,NY,Middletown,42.151347,-74.605492,Delaware
134999.0,2.0,1.0,1.0,1.0,single_family,4356.0,934.0,1935.0,3871 Broadway St,NY,Cheektowaga,42.903762,-78.734312,Erie
560000.0,2.0,2.0,,2.0,single_family,12197.0,4320.0,1940.0,876 N Branch Hortonville Rd,NY,Hortonville,41.806269,-74.991867,Sullivan
210000.0,3.0,2.0,1.0,1.0,single_family,8647.0,1400.0,1979.0,6570 Parkwood Dr,NY,Lockport,43.140853,-78.677327,Niagara
199900.0,2.0,2.0,,1.0,condos,10890.0,864.0,1985.0,401 Edgewater Dr,NY,Westfield,42.32361,-79.626266,Chautauqua
49000.0,2.0,1.0,2.0,1.0,mobile,21780.0,980.0,1984.0,881 County Road 19 WWEST,NY,Norwich,42.55358,-75.579443,Chenango
279900.0,2.0,3.0,2.0,1.0,single_family,6098.0,1300.0,1986.0,28 Gailhaven Ct,NY,Rochester,43.120712,-77.5898,Monroe
159900.0,6.0,2.0,,,multi_family,1313334000.0,2128.0,1910.0,1821 Broadway,NY,Schenectady,42.798945,-73.96301,Schenectady
489999.0,4.0,2.0,2.0,2.0,single_family,43560.0,,1950.0,344 Gibbs Pond Rd,NY,Nesconset,40.842573,-73.138531,Suffolk
74900.0,3.0,1.0,,,mobile,5663.0,2304.0,1965.0,6721 Lake Salubria Dr,NY,Bath,42.32684,-77.290665,Steuben
250000.0,2.0,2.0,,1.0,condos,,1242.0,1973.0,62 Richard Ct,NY,Pomona,41.193744,-74.031855,Rockland
899000.0,3.0,3.0,2.0,2.0,single_family,36590.0,2236.0,1969.0,1360 Sterling Rd,NY,Cutchogue,41.016322,-72.454858,Suffolk
679000.0,3.0,3.0,1.0,3.0,single_family,10890.0,2090.0,1933.0,45 Euclid Ave,NY,Ardsley,41.007174,-73.845502,Westchester
35000.0,4.0,2.0,,,apartment,4848.0,1712.0,1900.0,180 Moeller St,NY,Binghamton,42.118699,-75.888574,Broome
529900.0,4.0,3.0,2.0,2.0,single_family,10890.0,1914.0,1965.0,280 Cromwell Hill Rd,NY,Monroe,41.325634,-74.209465,Orange
1449000.0,4.0,4.0,3.0,3.0,single_family,109771.0,6226.0,1984.0,5 Cole Dr,NY,Armonk,41.17082,-73.681645,Westchester
255000.0,1.0,1.0,,1.0,coop,,,1922.0,83-55 Lefferts Blvd Unit 3F,NY,Kew Gardens,40.70469,-73.832547,Queens
495000.0,2.0,1.0,,3.0,single_family,1200.0,1066.0,1915.0,118-45 154th St,NY,Jamaica,40.68033,-73.788162,Queens
315000.0,1.0,1.0,,1.0,coop,,,1935.0,3069 Hobart St Apt 5P,NY,Woodside,40.758291,-73.905955,Queens
988000.0,4.0,3.0,,3.0,single_family,2800.0,2500.0,1928.0,8 Curley St,NY,Long Beach,40.589779,-73.638446,Nassau
1080000.0,3.0,2.0,1.0,2.0,townhomes,2000.0,,1940.0,99-36 65th Ave,NY,Rego Park,40.729818,-73.854158,Queens
3000000.0,3.0,2.0,,2.0,single_family,2500.0,1798.0,1901.0,130 Huron St,NY,Brooklyn,40.732673,-73.956223,Kings
899000.0,3.0,3.0,2.0,2.0,single_family,19602.0,1700.0,1976.0,380 Deer Dr,NY,Mattituck,40.99332,-72.546645,Suffolk
1188000.0,3.0,3.0,1.0,3.0,single_family,6308.0,,1965.0,112-44 Park Ln S,NY,Kew Gardens,40.703347,-73.838057,Queens
699000.0,3.0,3.0,,2.0,single_family,11326.0,1446.0,1984.0,7 Mildred Pl,NY,Hampton Bays,40.886823,-72.504786,Suffolk
539000.0,4.0,2.0,4.0,2.0,single_family,4000.0,1800.0,1975.0,40 Second St,NY,Ronkonkoma,40.809116,-73.115442,Suffolk
1180000.0,1.0,1.0,,47.0,condos,,832.0,2005.0,15 William St Apt 9C,NY,New York,40.705368,-74.010355,New York
1249000.0,5.0,3.0,,2.0,single_family,,2500.0,1989.0,4 Wilson Dr,NY,Hampton Bays,40.874929,-72.505895,Suffolk
1160000.0,1.0,1.0,,46.0,condos,,,2001.0,235 E 55th St Apt 34C,NY,New York,40.758459,-73.966975,New York
429900.0,1.0,2.0,1.0,,condos,436.0,1082.0,2019.0,610 Sacandaga Loop,NY,Wappingers Falls,41.526867,-73.980951,Dutchess
2599000.0,3.0,3.0,,9.0,coop,,,1900.0,401 W End Ave Unit 7AB,NY,New York,40.784697,-73.981264,New York
599000.0,3.0,3.0,,1.0,single_family,,,,1340 E 98th St,NY,Brooklyn,40.639455,-73.894901,Kings
950000.0,1.0,1.0,,,coop,,850.0,1957.0,30 W 60th St Apt 4R,NY,Manhattan,40.769374,-73.983957,New York
359900.0,3.0,3.0,3.0,2.0,single_family,352400.0,2534.0,2004.0,10395 State Route 9,NY,Champlain,44.93644,-73.44085,Clinton
49920.0,5.0,2.0,1.0,3.0,single_family,18378.0,2262.0,1907.0,3310 Quarry St,NY,Port Leyden,43.582846,-75.348336,Lewis
89000.0,4.0,2.0,2.0,,single_family,23087.0,1748.0,1985.0,86 Hartford Main St,NY,Hartford,43.366555,-73.391589,Washington
79900.0,2.0,2.0,,2.0,single_family,8712.0,1572.0,1900.0,309 Gouverneur St,NY,Morristown,44.587218,-75.64813,St. Lawrence
299900.0,6.0,6.0,2.0,2.0,single_family,169884.0,2744.0,1800.0,4975 State Route 64,NY,Canandaigua,42.778789,-77.400127,Ontario
259000.0,3.0,2.0,,,single_family,90605.0,1296.0,1934.0,1550 Forestburgh Rd,NY,Glen Spey,41.49277,-74.806629,Sullivan
74000.0,3.0,1.0,2.0,2.0,single_family,9583.0,1338.0,1920.0,5 Number 9 Rd,NY,Colton,44.532742,-74.915049,St. Lawrence
174900.0,4.0,4.0,1.0,2.0,single_family,9431.0,2084.0,1900.0,14 1st Ave,NY,Franklinville,42.336102,-78.456544,Cattaraugus
489900.0,3.0,2.0,2.0,2.0,single_family,20473.0,2618.0,1986.0,30 Hillcrest Dr,NY,Salisbury Mills,41.452217,-74.121495,Orange
424900.0,4.0,3.0,2.0,2.0,single_family,13425.0,2272.0,1990.0,12 Arrow Trl,NY,Lancaster,42.881795,-78.669969,Erie
449000.0,3.0,2.0,2.0,,single_family,130680.0,1953.0,2001.0,29 Murray Rd,NY,Middletown,41.42609,-74.505934,Orange
279900.0,3.0,3.0,1.0,1.0,single_family,24598.0,1587.0,1957.0,293 Thompson Blvd,NY,Watertown,43.960997,-75.902943,Jefferson
275000.0,1.0,1.0,,2.0,single_family,1215324.0,780.0,1910.0,2303 Ireland Rd,NY,Brockport,43.256838,-77.860234,Monroe
89000.0,4.0,1.0,,3.0,single_family,4356.0,1572.0,1920.0,29 Jackson St,NY,Rochester,43.184861,-77.583037,Monroe
549900.0,5.0,3.0,2.0,2.0,single_family,36155.0,2545.0,1985.0,1386 Foxfield Dr,NY,Skaneateles,42.941037,-76.400643,Onondaga
,0.0,6.0,,,single_family,,5637.0,1910.0,375 Beach 92nd St,NY,Queens,40.58904,-73.817344,Queens
99000.0,6.0,2.0,,2.0,multi_family,2875.0,2080.0,1900.0,917 Clinton St,NY,Buffalo,42.879255,-78.840481,Erie
429000.0,3.0,2.0,2.0,2.0,single_family,13068.0,1576.0,1972.0,45 Poplar Dr,NY,Monroe,41.307786,-74.235182,Orange
775000.0,3.0,2.0,2.0,1.0,single_family,7790.0,,1954.0,,NY,Syosset,40.818564,-73.499379,Nassau
40000.0,2.0,1.0,,1.0,mobile,,693.0,2017.0,4 Marybelle Rd,NY,Tully,42.778282,-76.121676,Cortland
159000.0,0.0,1.0,,1.0,coop,,450.0,1960.0,490 Atlantic Ave Apt 323,NY,East Rockaway,40.642461,-73.665157,Nassau
1499000.0,9.0,13.0,4.0,,multi_family,76230.0,,1910.0,164 Route 67,NY,Mechanicville,42.920464,-73.724592,Saratoga
215000.0,1.0,1.0,,1.0,condos,2178.0,949.0,1973.0,186 Richard Ct,NY,Pomona,41.193744,-74.031855,Rockland
600000.0,3.0,3.0,,2.0,multi_family,4500.0,,1925.0,2769 Park Ave,NY,Baldwin,40.642058,-73.609342,Nassau
739000.0,1.0,1.0,,,condos,,710.0,1928.0,400 E 59th St Apt 9G,NY,New York,40.759292,-73.961787,New York
999000.0,4.0,3.0,2.0,,single_family,12197.0,2716.0,1952.0,902 Peace St,NY,Pelham,40.892942,-73.812797,Westchester
689000.0,3.0,3.0,2.0,3.0,single_family,6420.0,,1955.0,3322 Harold St,NY,Oceanside,40.636479,-73.621903,Nassau
1050000.0,4.0,3.0,4.0,2.0,single_family,136778.0,3600.0,1968.0,38 Kitchawan Rd,NY,Pound Ridge,41.23252,-73.557243,Westchester
1095000.0,2.0,2.0,,18.0,coop,,,1967.0,132 E 35th St Unit 5E,NY,New York,40.746873,-73.979693,New York
129900.0,1.0,1.0,,1.0,coop,,,1975.0,460 Old Town Rd Apt 15D,NY,Port Jefferson Station,40.910285,-73.068294,Suffolk
1299000.0,5.0,3.0,2.0,3.0,single_family,10000.0,2694.0,1970.0,172 Harbor Ln,NY,Massapequa Park,40.654317,-73.454479,Nassau
938000.0,3.0,2.0,,,single_family,78408.0,1848.0,1974.0,17 Frese Rd,NY,Hudson,42.240144,-73.818124,Columbia
1300000.0,6.0,5.0,1.0,,single_family,4000.0,,1950.0,240-16 83rd Ave,NY,Bellerose,40.73516,-73.726364,Queens
1488000.0,4.0,2.0,2.0,,single_family,13504.0,,1951.0,39 Bayview Ave,NY,Great Neck,40.784966,-73.737691,Nassau
22000000.0,4.0,5.0,,20.0,condo_townhome_rowhome_coop,29283.0,,1947.0,880 5th Ave Ph A,NY,New York City,40.770616,-73.967829,New York
848000.0,3.0,3.0,,3.0,single_family,2100.0,2070.0,1950.0,2654 E 29th St,NY,Brooklyn,40.588089,-73.940865,Kings
3300000.0,2.0,2.0,,6.0,condos,,1467.0,1857.0,93 Reade St Apt 3,NY,New York City,40.71543,-74.007998,New York
1800000.0,1.0,1.0,,12.0,coop,,,1935.0,17 W 54th St # A,NY,New York,40.761937,-73.976529,New York
1749000.0,2.0,2.0,,,coop,,,1965.0,115 E 9th St Apt 2F,NY,New York,40.730581,-73.989595,New York
1888000.0,7.0,5.0,,,multi_family,2395.0,3483.0,1996.0,36-20 195th St,NY,Flushing,40.763171,-73.787724,Queens
8800000.0,5.0,6.0,,52.0,condos,,3455.0,2021.0,200 Amsterdam Ave Unit 9A,NY,New York,40.776836,-73.9831,New York
1495000.0,1.0,2.0,,31.0,condos,,1120.0,2003.0,300 E 55th St Apt 5F,NY,New York City,40.757657,-73.966068,New York
269900.0,3.0,4.0,3.0,1.0,single_family,45302.0,2572.0,1962.0,20 Brown Dr,NY,Oswego,43.424744,-76.57685,Oswego
280000.0,3.0,3.0,,,single_family,6098.0,2212.0,1994.0,48 High St,NY,Green Island,42.746853,-73.69471,Albany
154900.0,3.0,2.0,,1.0,mobile,137214.0,1200.0,2003.0,6924 Old County Rd,NY,Canastota,43.03612,-75.726352,Madison
190000.0,3.0,2.0,1.0,2.0,single_family,20566.0,1756.0,1920.0,15 Broad St,NY,Potsdam,44.671644,-74.982742,St. Lawrence
250000.0,3.0,3.0,2.0,2.0,single_family,12197.0,2000.0,1985.0,167 Briar Wood Ln,NY,Greece,43.206073,-77.683234,Monroe
550000.0,2.0,3.0,1.0,,single_family,1923174.0,1200.0,2007.0,77 Proctor Path Way,NY,North Hudson,43.953883,-73.703248,Essex
598000.0,3.0,4.0,1.0,,single_family,1800.0,,1950.0,11614 218th St,NY,Cambria Heights,40.696951,-73.741512,Queens
299000.0,2.0,1.0,,,single_family,5663.0,1300.0,1940.0,156 Silliman Cv,NY,Milford,42.503156,-74.97471,Otsego
589000.0,4.0,2.0,,,single_family,136778.0,2048.0,2010.0,46860 State Highway 30,NY,Middletown,42.200325,-74.597658,Delaware
309000.0,3.0,3.0,,1.0,single_family,29120.0,948.0,1961.0,11 Blackstone Bay Rd,NY,Brier Hill,44.532075,-75.72387,St. Lawrence
46000.0,4.0,1.0,1.0,,single_family,6098.0,1312.0,1942.0,56 Roosevelt St,NY,Massena,44.943624,-74.893498,St. Lawrence
424999.0,3.0,2.0,1.0,,single_family,43560.0,2400.0,1969.0,123 Pennsylvania Ave,NY,Medford,40.806265,-72.992579,Suffolk
250000.0,3.0,1.0,1.0,1.0,single_family,100188.0,1851.0,1973.0,4468 Ridge Rd,NY,Lockport,43.208445,-78.798589,Niagara
99900.0,6.0,2.0,2.0,2.0,multi_family,3637.0,2374.0,1912.0,86 Rejtan St,NY,Buffalo,42.873552,-78.80925,Erie
429900.0,12.0,6.0,,,multi_family,3485.0,4595.0,1971.0,9 S Main St,NY,Mechanicville,42.902689,-73.687408,Saratoga
349000.0,2.0,1.0,,7.0,coop,,,1903.0,133 W 140th St Apt 44,NY,New York,40.817794,-73.939206,New York
239900.0,8.0,2.0,,,multi_family,7405.0,2756.0,1900.0,2506 4th Ave,NY,Watervliet,42.735902,-73.70279,Albany
925000.0,5.0,6.0,3.0,,single_family,95832.0,4430.0,1993.0,1055 Bruynswick Rd,NY,Gardiner,41.697113,-74.198859,Ulster
234900.0,1.0,1.0,,1.0,single_family,5101.0,972.0,1930.0,4638 Bluebird Rd,NY,Canandaigua,42.810735,-77.261428,Ontario
775000.0,3.0,2.0,,,single_family,35284.0,2730.0,1986.0,41 Fairy Ct Unit G87,NY,Athens,42.306357,-73.803401,Greene
18995000.0,3.0,4.0,,15.0,condos,,2028.0,2020.0,27 E 79th St # B,NY,New York City,40.776714,-73.962346,New York
399990.0,3.0,2.0,,2.0,single_family,10890.0,,1971.0,72 Bullard St,NY,Mastic,40.788648,-72.847074,Suffolk
325000.0,3.0,1.0,1.0,,single_family,8276.0,1380.0,1940.0,22 Navara St,NY,Kingston,41.923561,-74.020505,Ulster
449999.0,4.0,2.0,,,single_family,10890.0,,1930.0,137 Bay Ave,NY,Patchogue,40.760676,-73.004767,Suffolk
379000.0,3.0,1.0,2.0,,single_family,10019.0,1350.0,1953.0,73 Concord Rd,NY,Shirley,40.789246,-72.858732,Suffolk
519999.0,3.0,2.0,1.0,,single_family,10890.0,,1968.0,2 Mount Wilson Ave,NY,Farmingville,40.835161,-73.017245,Suffolk
419900.0,5.0,2.0,,2.0,single_family,10000.0,,1944.0,94 Glenmalure St,NY,Amityville,40.701789,-73.417609,Suffolk
399990.0,2.0,2.0,1.0,1.0,single_family,7405.0,1244.0,1925.0,7 Railroad Ave,NY,Medford,40.817129,-73.00037,Suffolk
620000.0,4.0,2.0,2.0,2.0,single_family,14810.0,2012.0,1966.0,134 Linden Ln,NY,Monroe,41.313535,-74.171597,Orange
529990.0,3.0,2.0,,,single_family,16988.0,,1961.0,151 Liberty St,NY,Deer Park,40.770785,-73.328639,Suffolk
569000.0,3.0,1.0,2.0,,single_family,10000.0,,1966.0,255 11th Ave,NY,West Babylon,40.722818,-73.374233,Suffolk
399000.0,1.0,1.0,,6.0,coop,,,1915.0,10 W 93rd St Apt 1C,NY,New York City,40.789909,-73.967099,New York
938000.0,3.0,3.0,,2.0,townhomes,1900.0,,1931.0,85-26 66th Rd,NY,New York City,40.717972,-73.861841,Queens
1150000.0,2.0,1.0,,,condos,,874.0,,256 Bedford Ave Apt 1,NY,New York City,40.71588,-73.961025,Kings
1150000.0,1.0,1.0,,11.0,condos,,697.0,2022.0,533 Pacific St Unit 4C,NY,New York City,40.684441,-73.980105,Kings
1350000.0,1.0,1.0,,21.0,condos,3872.0,716.0,2018.0,19 Park Pl Unit 5A,NY,New York City,40.713282,-74.008467,New York
1300000.0,0.0,,,,multi_family,1642.0,2148.0,1899.0,324A Decatur St,NY,Brooklyn,40.681551,-73.930497,Kings
2100000.0,4.0,3.0,,10.0,coop,,2200.0,1925.0,439 E 51st St Unit 3A,NY,New York City,40.754068,-73.964094,New York
1795000.0,2.0,3.0,,5.0,condo_townhome_rowhome_coop,,1087.0,2009.0,100 Gold St Ph A,NY,New York City,40.701916,-73.983097,Kings
1995000.0,2.0,2.0,,5.0,condos,,1059.0,2018.0,78 Amity St Apt 2D,NY,Brooklyn,40.689488,-73.998324,Kings
1795000.0,2.0,2.0,,5.0,condos,,1258.0,2014.0,184 Frost St Apt 4,NY,New York City,40.717804,-73.943554,Kings
2495000.0,2.0,2.0,,15.0,condos,,1100.0,2020.0,77 Charlton St Unit N8,NY,New York City,40.727343,-74.006431,New York
199900.0,2.0,1.0,2.0,,single_family,217800.0,960.0,1960.0,257 Zona Rd,NY,Jefferson,42.501859,-74.678105,Schoharie
169900.0,3.0,2.0,2.0,2.0,single_family,29621.0,1400.0,1941.0,1654 Ridge Rd,NY,Webster,43.219427,-77.396403,Monroe
534800.0,4.0,3.0,2.0,2.0,single_family,29268.0,3128.0,2009.0,104 Right Field Pl,NY,Manlius,43.009493,-75.988914,Onondaga
289900.0,3.0,2.0,1.0,2.0,single_family,43996.0,1032.0,1988.0,70 E Lake Rd,NY,Port Byron,43.14326,-76.687322,Cayuga
259900.0,4.0,3.0,2.0,2.0,single_family,84506.0,2352.0,1994.0,26 Bristol St,NY,Cuba,42.214099,-78.282025,Allegany
149000.0,5.0,1.0,1.0,,single_family,8276.0,1760.0,1980.0,13 Callahan Ln,NY,Fort Ann,43.521245,-73.507892,Washington
469900.0,4.0,2.0,,,single_family,100188.0,1712.0,1985.0,315 Nelson Rd,NY,Monroe,41.250193,-74.265697,Orange
23995000.0,5.0,6.0,,15.0,condos,,3077.0,2020.0,27 E 79th St Unit Penthouse,NY,New York City,40.776714,-73.962346,New York
489000.0,4.0,2.0,,,single_family,9583.0,,1969.0,19 Newcomb Trl,NY,Ridge,40.912354,-72.844734,Suffolk
24995000.0,5.0,6.0,,15.0,condos,,3077.0,2020.0,27 E 79th St # A,NY,New York City,40.776714,-73.962346,New York
650000.0,2.0,1.0,,10.0,coop,,,1927.0,333 E 43rd St Apt 219,NY,New York City,40.750009,-73.969961,New York
299900.0,2.0,1.0,,,single_family,26136.0,1008.0,1953.0,173 New Unionville Rd,NY,Wallkill,41.62332,-74.058675,Ulster
362500.0,2.0,2.0,,6.0,coop,,,1958.0,33-25 92nd St Unit 2H,NY,New York City,40.785022,-73.95628,New York
549000.0,4.0,2.0,,2.0,single_family,10019.0,1910.0,1991.0,30 E Charles St,NY,Nanuet,41.091846,-74.005286,Rockland
1200000.0,4.0,4.0,1.0,,single_family,22651.0,2636.0,1977.0,2 Scott Ln,NY,Purchase,41.033354,-73.738795,Westchester
949000.0,5.0,3.0,,2.0,single_family,7000.0,2816.0,1930.0,34 9th St,NY,Locust Valley,40.87588,-73.607253,Nassau
899000.0,4.0,3.0,2.0,2.0,single_family,24829.0,2566.0,1982.0,9 Woodfield Rd,NY,Pomona,41.195837,-74.040305,Rockland
489999.0,4.0,2.0,2.0,,single_family,12197.0,,1973.0,115 Hawthorne Ave,NY,Ronkonkoma,40.81008,-73.135526,Suffolk
175000.0,1.0,1.0,,1.0,coop,,,1975.0,350 Lakeland Ave Apt 7G,NY,Sayville,40.752818,-73.093084,Suffolk
425888.0,3.0,1.0,,1.0,coop,,,1954.0,168-01 12th Ave Unit 2C,NY,Beechhurst,,,Queens
190000.0,1.0,1.0,,,coop,,725.0,1951.0,260 Church St Apt 3D4,NY,White Plains,41.040582,-73.770317,Westchester
778000.0,3.0,2.0,,,condos,,1098.0,1996.0,861 Bay Ridge Ave Unit 4,NY,Brooklyn,40.629512,-74.013237,Kings
985000.0,3.0,2.0,1.0,,single_family,4000.0,1880.0,1938.0,248-12 Cambria Ave,NY,Little Neck,40.763267,-73.736443,Queens
600000.0,5.0,3.0,1.0,2.0,multi_family,1882.0,1620.0,1950.0,455 Beach 21st St,NY,Far Rockaway,40.599585,-73.755627,Queens
925000.0,3.0,3.0,1.0,2.0,townhomes,1189.0,2200.0,2013.0,106 Gettysburg Dr Unit 106,NY,Westhampton Beach,40.827216,-72.64797,Suffolk
725000.0,4.0,3.0,2.0,2.0,single_family,21780.0,,1967.0,43 Oak St,NY,Smithtown,40.887226,-73.216078,Suffolk
5750000.0,2.0,3.0,,15.0,condos,,1048.0,2020.0,27 E 79th St Unit 14FLOOR,NY,New York City,40.776714,-73.962346,New York
899900.0,3.0,4.0,1.0,2.0,single_family,4857.0,2284.0,1950.0,73 Middle Rd,NY,Eastchester,40.94296,-73.813925,Westchester
705000.0,6.0,3.0,,,multi_family,,1900.0,1921.0,72 Soundview St,NY,New Rochelle,40.908143,-73.77571,Westchester
889000.0,4.0,3.0,1.0,,single_family,4940.0,2639.0,2006.0,90 Old Mamaroneck Rd,NY,White Plains,41.018997,-73.76123,Westchester
715000.0,5.0,3.0,1.0,3.0,single_family,6500.0,2100.0,1954.0,96 Lotus Oval N,NY,Valley Stream,40.659633,-73.722499,Nassau
1119000.0,4.0,3.0,2.0,2.0,single_family,6710.0,,1970.0,2620 Frances St,NY,Bellmore,40.640902,-73.521137,Nassau
999999.0,4.0,3.0,2.0,2.0,single_family,17860.0,2360.0,1944.0,81 Dorset Rd,NY,Scarsdale,40.985135,-73.822138,Westchester
749000.0,4.0,3.0,1.0,2.0,single_family,7841.0,,2001.0,3 Peachtree Ct,NY,Holtsville,40.805372,-73.032498,Suffolk
499000.0,0.0,2.0,,4.0,condos,,819.0,2022.0,1226 St Marks Ave Unit 1A,NY,New York City,40.673795,-73.929083,Kings
4900000.0,4.0,4.0,,15.0,coop,,,1926.0,1165 Park Ave Unit 12B,NY,New York City,40.783988,-73.953826,New York
849000.0,4.0,3.0,1.0,,single_family,5676.0,1866.0,1923.0,1065 Hunter Ave,NY,Pelham,40.88812,-73.806261,Westchester
565000.0,1.0,1.0,,7.0,coop,,,,19 24th Ave Unit R206,NY,New York City,40.743026,-73.990446,New York
1850000.0,1.0,1.0,,,condos,,1110.0,1951.0,200 E 66th St Apt D705,NY,Manhattan,40.765105,-73.96253,New York
4700000.0,3.0,4.0,,15.0,coop,,3000.0,1926.0,1165 Park Ave Unit 12A,NY,New York City,40.783988,-73.953826,New York
1450000.0,3.0,2.0,,18.0,coop,,1302.0,1930.0,7 W 96th St Apt 2E,NY,New York City,40.792216,-73.965288,New York
1495000.0,1.0,1.0,,31.0,condos,,855.0,2003.0,389 E 89th St Apt 15A,NY,New York City,40.77913,-73.948142,New York
375000.0,3.0,2.0,4.0,2.0,single_family,317988.0,2040.0,1949.0,166 Dowe Rd,NY,Ellenville,41.770094,-74.444567,Ulster
184900.0,2.0,2.0,1.0,1.0,single_family,9453.0,912.0,1957.0,145 Ridge Rd,NY,Utica,43.070093,-75.274341,Oneida
299000.0,3.0,2.0,1.0,2.0,single_family,23522.0,1736.0,1949.0,111 Scott Rd,NY,Caroga Lake,43.129269,-74.471725,Fulton
1040000.0,4.0,4.0,2.0,,single_family,9396.0,2900.0,1900.0,42 Neptune Ave,NY,New Rochelle,40.897643,-73.787814,Westchester
