,price,beds,baths,garage,stories,house_type,lot_sqft,sqft,year_built,address,state,city,county,price_per_sqft
2247,449900.0,1.0,2.0,0.0,2.0,single_family,6403.0,1102.0,1978,100 Round Hill Rd,NY,Dobbs Ferry,Westchester,408.2577132486388
2248,459000.0,4.0,4.0,2.0,2.0,single_family,23522.0,2424.0,2005,115 Citation Way,NY,Ballston Spa,Saratoga,189.35643564356437
2249,560000.0,4.0,2.0,1.0,3.0,single_family,16553.0,2490.0,1920,31 Crane Ave,NY,White Plains,Westchester,224.8995983935743
2250,379000.0,3.0,1.0,2.0,2.0,single_family,19166.0,1644.0,1971,1 Partington Pl,NY,New Paltz,Ulster,230.5352798053528
2251,540000.0,4.0,2.0,0.0,3.0,single_family,9583.0,2303.0,1920,27 Crane Ave,NY,White Plains,Westchester,234.47676943117673
2252,599000.0,4.0,3.0,2.0,2.0,single_family,33106.0,2226.0,1965,14 Lake Rd,NY,Cortlandt Manor,Westchester,269.09254267744836
2253,365000.0,3.0,1.0,0.0,2.0,coop,10550.0,1740.0,1953,57-50 246 Cres Unit 5F,NY,Douglaston,Queens,209.77011494252875
2254,939000.0,2.0,1.0,1.0,2.0,single_family,4000.0,976.0,1935,50-15 Morenci Ln,NY,Little Neck,Queens,962.0901639344262
2255,860000.0,3.0,3.0,1.0,3.0,single_family,2250.0,1456.0,1925,152-14 79th Ave,NY,Kew Gardens Hills,Queens,590.6593406593406
2256,575000.0,3.0,2.0,1.0,2.0,single_family,10454.0,1872.0,1950,65 Lake St,NY,Cooperstown,Otsego,307.15811965811963
2257,407000.0,2.0,2.0,1.0,2.0,single_family,6673.0,1274.0,1915,11 Belmar Ct,NY,Warwick,Orange,319.4662480376766
2258,300000.0,2.0,1.0,1.0,1.0,coop,10550.0,850.0,1950,196-12 Pompeii Ave Unit 2C,NY,Hollis,Queens,352.94117647058823
2259,1208050.0,4.0,4.0,2.0,3.0,single_family,100188.0,4543.0,2022,Haven Ln,NY,Middletown,Orange,265.9145938806956
2260,1200000.0,3.0,2.0,0.0,2.0,single_family,6970.0,1080.0,1940,54 Russell Harris Rd,NY,Queensbury,Warren,1111.111111111111
2261,1299000.0,5.0,5.0,2.0,2.0,single_family,34848.0,4100.0,1952,12 Salem Ridge Dr,NY,Huntington,Suffolk,316.8292682926829
2262,429999.0,2.0,1.0,0.0,1.0,townhomes,941.0,937.0,1994,80 Saturn Ln,NY,Staten Island,Richmond,458.9103521878335
2263,180000.0,0.0,1.0,0.0,3.0,coop,10550.0,1740.0,1966,1270 E 51st St Apt 3M,NY,Old Mill Basin,Kings,103.44827586206897
2264,599000.0,4.0,1.0,2.0,2.0,single_family,4000.0,1100.0,1948,3248 5th St,NY,Oceanside,Nassau,544.5454545454545
2265,850000.0,4.0,2.0,2.0,2.0,single_family,3000.0,1740.0,1920,131-03 107 Ave,NY,Richmond Hill,Queens,488.5057471264368
2266,649700.0,4.0,2.0,1.0,2.0,single_family,6000.0,1586.0,1952,87 Tardy Ln N,NY,Wantagh,Nassau,409.6469104665826
2267,1388000.0,3.0,2.0,0.0,2.0,single_family,5000.0,1740.0,1930,218-14 38th Ave,NY,Bayside,Queens,797.7011494252873
2268,685000.0,2.0,2.0,0.0,1.0,condos,10550.0,1740.0,2009,81-06 Baxter Ave Unit 4B,NY,Elmhurst,Queens,393.67816091954023
2269,1200000.0,4.0,4.0,3.0,1.0,single_family,10550.0,3200.0,2021,7101 Coronation Cir,NY,Fayetteville,Onondaga,375.0
2270,369000.0,1.0,1.0,0.0,1.0,coop,10550.0,800.0,1955,102-21 63rd Rd Unit B27,NY,Forest Hills,Queens,461.25
2271,212500.0,5.0,2.0,2.0,2.0,single_family,9583.0,2520.0,1900,3609 West Ave,NY,Interlaken,Seneca,84.32539682539682
2272,525000.0,2.0,1.0,2.0,2.0,single_family,6098.0,1220.0,1965,4503 New London Rd,NY,Rome,Oneida,430.327868852459
2273,239900.0,3.0,2.0,0.0,2.0,single_family,226512.0,2188.0,1880,1244 Victor Rd,NY,Macedon,Wayne,109.64351005484461
2274,389900.0,2.0,2.0,5.0,2.0,single_family,82764.0,1260.0,2012,129 Hadlock Pond Rd,NY,Fort Ann,Washington,309.44444444444446
2275,250000.0,4.0,2.0,1.0,2.0,single_family,27443.0,1612.0,1958,455 Hickory Grove Rd,NY,Horseheads,Chemung,155.08684863523573
2276,239900.0,3.0,2.0,2.0,1.0,single_family,28314.0,1620.0,1950,1825 Turk Hill Rd,NY,Fairport,Monroe,148.08641975308643
2277,625000.0,3.0,3.0,2.0,2.0,single_family,47916.0,2898.0,2010,17 Hammertown Rd,NY,Pine Plains,Dutchess,215.66597653554174
2278,158000.0,3.0,2.0,0.0,2.0,single_family,5924.0,1728.0,1890,111 Greenwood St,NY,Canisteo,Steuben,91.43518518518519
2279,525000.0,4.0,1.0,1.0,2.0,single_family,7405.0,1288.0,1910,236 W 17th St,NY,Elmira Heights,Chemung,407.60869565217394
2280,225000.0,3.0,1.0,0.0,2.0,single_family,10454.0,1700.0,1959,148 Field St,NY,Corning,Steuben,132.35294117647058
2281,885000.0,4.0,3.0,3.0,2.0,single_family,53579.0,4400.0,2004,2777 Route 52,NY,Hopewell Junction,Dutchess,201.13636363636363
2282,399900.0,4.0,3.0,3.0,2.0,single_family,13504.0,1740.0,1946,11 Matthew St,NY,Farmingville,Suffolk,229.82758620689654
2283,479900.0,6.0,2.0,0.0,2.0,single_family,14810.0,1464.0,1964,329 Old Town Rd,NY,East Setauket,Suffolk,327.80054644808746
2284,995000.0,5.0,5.0,4.0,2.0,single_family,32670.0,4367.0,2010,40 Greythorne Hl Unit Pvt,NY,Pittsford,Monroe,227.84520265628578
2285,535000.0,4.0,3.0,0.0,3.0,single_family,10019.0,2051.0,1920,33 Crane Ave,NY,White Plains,Westchester,260.84836665041445
2286,159000.0,2.0,1.0,0.0,1.0,single_family,3938.0,616.0,1950,33 Eugene St,NY,Tonawanda,Erie,258.1168831168831
2287,449000.0,2.0,2.0,1.0,1.0,coop,10550.0,1500.0,1969,1 Overlook Ave Apt 1M,NY,Great Neck,Nassau,299.3333333333333
2288,828000.0,3.0,2.0,2.0,2.0,single_family,4944.0,1553.0,1923,175 Bradley Rd,NY,Scarsdale,Westchester,533.1616226658081
2289,788000.0,4.0,3.0,0.0,2.0,single_family,2649.0,1740.0,1930,119-11 9 Ave,NY,College Point,Queens,452.8735632183908
2290,2499999.0,3.0,2.0,3.0,2.0,single_family,4704480.0,3788.0,1980,453 Snyderville Rd,NY,Gallatin,Columbia,659.9786166842661
2291,599000.0,3.0,3.0,0.0,2.0,townhomes,3135.0,1170.0,1995,217 Granite Ave,NY,Staten Island,Richmond,511.96581196581195
2292,670000.0,3.0,2.0,1.0,3.0,single_family,5000.0,1503.0,1940,10 Lake Dr,NY,Valley Stream,Nassau,445.77511643379904
2293,849000.0,4.0,3.0,1.0,2.0,single_family,3598.0,2300.0,1925,134-32 244th St,NY,Rosedale,Queens,369.1304347826087
2294,325000.0,2.0,1.0,1.0,1.0,coop,10550.0,1740.0,1965,146 Church St Apt 2C,NY,Kings Park,Suffolk,186.7816091954023
2295,950000.0,3.0,2.0,0.0,2.0,townhomes,2000.0,1740.0,1925,24-18 36th St,NY,Long Island City,Queens,545.9770114942529
2296,649000.0,4.0,2.0,1.0,3.0,single_family,7420.0,1339.0,1949,37 Oakview Ave,NY,Oceanside,Nassau,484.6900672143391
2297,629000.0,5.0,2.0,0.0,2.0,single_family,5000.0,1740.0,1942,496 Catskill Ave,NY,Lindenhurst,Suffolk,361.4942528735632
2298,999000.0,5.0,3.0,2.0,2.0,single_family,11326.0,3110.0,1969,1957 Lake End Rd,NY,Merrick,Nassau,321.2218649517685
2299,2399000.0,4.0,5.0,2.0,2.0,single_family,8120.0,4800.0,2004,11 Cromwell Cir,NY,Staten Island,Richmond,499.7916666666667
2300,989000.0,5.0,2.0,1.0,2.0,multi_family,2000.0,1740.0,1920,101-41 112th St,NY,Richmond Hill,Queens,568.3908045977012
2301,1398000.0,6.0,5.0,3.0,2.0,multi_family,3000.0,1740.0,2004,64-30 Cooper Ave,NY,Glendale,Queens,803.448275862069
2302,745000.0,1.0,1.0,0.0,13.0,condos,10550.0,675.0,1964,220 E 60th St Apt 2E,NY,New York City,New York,1103.7037037037037
2303,1395000.0,4.0,4.0,0.0,8.0,condos,10550.0,2265.0,2018,133 Beach 116th St Unit Thg,NY,Queens,Queens,615.8940397350993
2304,3000000.0,3.0,3.0,0.0,6.0,coop,10550.0,2750.0,1910,141 W 26th St Unit LOFT4,NY,New York City,New York,1090.909090909091
2305,3489000.0,3.0,3.0,0.0,12.0,condos,10550.0,1935.0,2005,255 Hudson St Apt 10E,NY,New York City,New York,1803.1007751937984
2306,2799000.0,5.0,5.0,2.0,3.0,single_family,87556.0,6615.0,1851,87 Middle Rd,NY,Sands Point,Nassau,423.1292517006803
2307,2995000.0,3.0,2.0,0.0,15.0,condos,10550.0,1794.0,2008,34 N 7th St Apt TH3,NY,Brooklyn,Kings,1669.453734671126
2308,3995000.0,3.0,3.0,0.0,13.0,condos,10550.0,2180.0,2005,130 W 19th St Ph 1B,NY,New York City,New York,1832.5688073394494
2309,465000.0,4.0,2.0,2.0,2.0,single_family,66647.0,2205.0,1832,1837 Mill Rd,NY,West Falls,Erie,210.8843537414966
2310,185000.0,3.0,2.0,0.0,2.0,single_family,21000.0,1344.0,1997,6367 Dale Rd,NY,Newfane,Niagara,137.64880952380952
2311,270000.0,3.0,2.0,2.0,2.0,single_family,38411.0,1836.0,1974,5645 Young Rd,NY,Lockport,Niagara,147.05882352941177
2312,299900.0,5.0,3.0,0.0,1.0,multi_family,43560.0,2476.0,1995,6926 Maple Dr,NY,North Tonawanda,Niagara,121.12277867528272
2313,375000.0,4.0,3.0,2.0,1.0,single_family,20909.0,2512.0,1948,306 Weymouth Dr,NY,Rochester,Monroe,149.28343949044586
2314,749500.0,5.0,5.0,1.0,3.0,single_family,8999.0,3440.0,1918,320 Lincoln Pkwy,NY,Buffalo,Erie,217.87790697674419
2315,649900.0,5.0,4.0,3.0,2.0,single_family,30492.0,3289.0,2000,6818 Citation Way,NY,Victor,Ontario,197.59805411979326
2316,279900.0,3.0,1.0,3.0,2.0,single_family,22817.0,1440.0,1955,5586 Ridge Rd,NY,Lockport,Niagara,194.375
2317,178500.0,3.0,1.0,1.0,3.0,single_family,14549.0,1248.0,1927,561 Eastern Blvd,NY,Watertown,Jefferson,143.02884615384616
2318,149900.0,2.0,1.0,0.0,2.0,single_family,6098.0,733.0,1948,46 Keeler Dr,NY,Albany,Albany,204.50204638472033
2319,175000.0,3.0,2.0,0.0,2.0,single_family,3729.0,1510.0,1941,1439 Kenmore Ave,NY,Kenmore,Erie,115.89403973509934
2320,525000.0,4.0,4.0,0.0,4.0,single_family,10550.0,4662.0,1840,55 W 9th St Unit Townhouse,NY,New York City,New York,112.61261261261261
2321,950000.0,6.0,3.0,2.0,2.0,single_family,17860.0,3800.0,1930,8 Putnam Ave,NY,Brewster,Putnam,250.0
2322,488000.0,3.0,2.0,0.0,2.0,single_family,1498.0,1200.0,2001,12 Noah Ct,NY,Staten Island,Richmond,406.6666666666667
2323,525000.0,3.0,1.0,0.0,2.0,single_family,3049.0,1178.0,1905,465 Emslie St,NY,Buffalo,Erie,445.67062818336166
2324,510000.0,0.0,1.0,0.0,2.0,single_family,10550.0,1740.0,1957,211 E 53rd St Apt 2H,NY,New York City,New York,293.1034482758621
2325,525000.0,4.0,5.0,0.0,14.0,condos,10550.0,3665.0,1920,225 W 86th St Apt 201,NY,New York City,New York,143.24693042291952
2326,699000.0,3.0,3.0,0.0,2.0,single_family,2750.0,1400.0,1975,48 Bowling Green Pl,NY,Staten Island,Richmond,499.2857142857143
2327,500000.0,0.0,0.0,0.0,2.0,single_family,10550.0,1740.0,1957,108-36 164th St,NY,Jamaica,Queens,287.35632183908046
2328,360000.0,1.0,1.0,0.0,2.0,coop,10550.0,994.0,1968,3333 Henry Hudson Pkwy Apt 5R,NY,Bronx,Bronx,362.17303822937623
2329,1295000.0,2.0,2.0,0.0,18.0,coop,10550.0,1740.0,1963,301 E 78th St Apt 7C,NY,New York City,New York,744.2528735632184
2330,1595000.0,2.0,2.0,0.0,12.0,coop,10550.0,1740.0,1963,235 E 87th St Apt 2C,NY,New York City,New York,916.6666666666666
2331,1575000.0,2.0,2.0,0.0,2.0,coop,10550.0,1740.0,1962,123 E 75th St Apt 2E,NY,Manhattan,New York,905.1724137931035
2332,1325000.0,1.0,1.0,0.0,13.0,condos,10550.0,741.0,2008,540 W 28th St Apt 9C,NY,New York City,New York,1788.1241565452092
2333,795000.0,1.0,1.0,0.0,6.0,coop,10550.0,1740.0,1938,225 E 74th St Apt 3N,NY,New York City,New York,456.8965517241379
2334,899000.0,4.0,3.0,0.0,2.0,multi_family,4000.0,2250.0,1960,155-63 116th Ave,NY,Jamaica,Queens,399.55555555555554
2335,1250000.0,4.0,3.0,2.0,2.0,single_family,7854.0,2986.0,1965,45 E Anchor Dr,NY,Massapequa,Nassau,418.6202277294039
2336,1345000.0,2.0,2.0,0.0,4.0,condos,10550.0,1358.0,2007,72 Steuben St Apt 1A,NY,Brooklyn,Kings,990.4270986745214
2337,3795000.0,2.0,3.0,0.0,12.0,condos,10550.0,1717.0,2005,330 Spring St Apt 11A,NY,New York City,New York,2210.250436808387
2338,4800000.0,2.0,3.0,0.0,5.0,condos,10550.0,2100.0,1900,111 Mercer St Apt 4,NY,New York City,New York,2285.714285714286
2339,2275000.0,3.0,3.0,0.0,12.0,coop,10550.0,1740.0,1914,771 W End Ave Apt 5D,NY,New York City,New York,1307.471264367816
2340,1350000.0,1.0,1.0,0.0,12.0,condos,10550.0,652.0,2016,100 Norfolk St Apt 8A,NY,New York City,New York,2070.552147239264
2341,1599000.0,2.0,2.0,0.0,3.0,condos,10550.0,1740.0,1957,351 Warren St Unit C,NY,Brooklyn,Kings,918.9655172413793
2342,4900000.0,2.0,2.0,0.0,11.0,condos,10550.0,1997.0,1957,527 W 27th St Unit 4S,NY,New York City,New York,2453.6805207811717
2343,150000.0,1.0,1.0,0.0,1.0,single_family,25265.0,739.0,1800,5785 Round Schoolhouse Rd,NY,Hector,Schuyler,202.97699594046009
2344,218000.0,2.0,2.0,0.0,2.0,single_family,274428.0,1100.0,1900,196 Kane Rd,NY,Fonda,Montgomery,198.1818181818182
2345,325000.0,4.0,2.0,2.0,2.0,single_family,217800.0,2528.0,1914,1268 State Route 122,NY,Constable,Franklin,128.56012658227849
2346,525000.0,2.0,0.0,0.0,1.0,single_family,7405.0,768.0,1984,8742 Oramel Hill Rd,NY,Caneadea,Allegany,683.59375
2347,167500.0,3.0,3.0,1.0,2.0,single_family,27007.0,2000.0,1965,2758 E Main St,NY,Whitney Point,Broome,83.75
2348,235000.0,4.0,2.0,0.0,2.0,single_family,13499.0,2571.0,1943,328 Butterfield Ave,NY,Watertown,Jefferson,91.40412290937378
2349,525000.0,0.0,0.0,0.0,2.0,single_family,30928.0,1740.0,1960,190 Hernandez Rd,NY,Wells Ny,Hamilton,301.7241379310345
2350,189000.0,0.0,0.0,0.0,2.0,single_family,13948.0,3110.0,1960,871 Main St,NY,Locke,Cayuga,60.77170418006431
2351,345000.0,4.0,3.0,2.0,2.0,single_family,209088.0,2678.0,1830,5844 Stone Rd,NY,Lockport,Niagara,128.82748319641524
2352,259900.0,3.0,2.0,2.0,1.0,single_family,26572.0,1558.0,1997,33 Talos Way,NY,Rochester,Monroe,166.81643132220796
2353,199900.0,4.0,2.0,1.0,2.0,single_family,4456.0,1660.0,1936,380 Kinsey Ave,NY,Kenmore,Erie,120.42168674698796
2354,220000.0,3.0,1.0,2.0,1.0,single_family,28750.0,1296.0,1971,5514 Holtz Rd,NY,Farmington,Ontario,169.7530864197531
2355,159900.0,6.0,2.0,0.0,2.0,multi_family,2775.0,1952.0,1920,30 Custer St,NY,Buffalo,Erie,81.91598360655738
2356,115500.0,3.0,1.0,4.0,2.0,single_family,6534.0,1476.0,1871,232 Stow Ave,NY,Troy,Rensselaer,78.2520325203252
2357,299900.0,5.0,3.0,1.0,2.0,single_family,7902.0,2142.0,1959,3033 Walbridge Dr,NY,Hamburg,Erie,140.0093370681606
2358,149900.0,3.0,2.0,1.0,2.0,townhomes,2178.0,1300.0,1983,6444 Forest Gln,NY,Victor,Ontario,115.3076923076923
2359,349900.0,3.0,2.0,2.0,1.0,single_family,17054.0,1716.0,1976,16 Rolling Hills Dr,NY,Orchard Park,Erie,203.9044289044289
2360,3695000.0,4.0,5.0,2.0,2.0,single_family,43560.0,4000.0,1957,6 S Country Rd,NY,Bellport village,Suffolk,923.75
2361,165000.0,2.0,1.0,1.0,2.0,single_family,16431.0,1040.0,1912,1292 Long Pond Rd,NY,Rochester,Monroe,158.65384615384616
2362,179900.0,6.0,2.0,0.0,2.0,multi_family,3049.0,1740.0,1900,345 Georgetta Dix Plz,NY,Schenectady,Schenectady,103.39080459770115
2363,649000.0,3.0,2.0,0.0,2.0,single_family,10550.0,1500.0,1885,110 Horton Ave,NY,New Rochelle,Westchester,432.6666666666667
2364,429900.0,4.0,2.0,2.0,2.0,single_family,19602.0,2085.0,1993,7 Pewter Rock,NY,Webster,Monroe,206.18705035971223
2365,589900.0,4.0,3.0,2.0,2.0,single_family,126324.0,2879.0,2022,289 Morner Rd,NY,North Greenbush,Rensselaer,204.89753386592568
2366,525000.0,2.0,2.0,2.0,2.0,single_family,27878.0,1248.0,1961,73 N Airmont Rd,NY,Suffern,Rockland,420.6730769230769
2367,499900.0,4.0,2.0,0.0,2.0,single_family,6660.0,1152.0,1950,107 Oriole Rd,NY,Levittown,Nassau,433.94097222222223
2368,525000.0,2.0,1.0,1.0,2.0,single_family,4000.0,1120.0,1946,641 S 8th St,NY,Lindenhurst,Suffolk,468.75
2369,749900.0,5.0,3.0,2.0,2.0,single_family,9583.0,1925.0,1967,11 Salem Dr,NY,Inside,Saratoga,389.5584415584416
2370,1188888.0,4.0,3.0,1.0,2.0,townhomes,1800.0,1740.0,1940,65-16 110th St,NY,Flushing,Queens,683.2689655172413
2371,799000.0,3.0,3.0,0.0,2.0,single_family,4000.0,1800.0,1935,248 Prescott Ave,NY,Staten Island,Richmond,443.8888888888889
2372,750000.0,4.0,2.0,2.0,2.0,multi_family,1991.0,1363.0,1932,1356 Merry Ave,NY,Bronx,Bronx,550.2567865003668
2373,489900.0,2.0,2.0,2.0,1.0,townhomes,4792.0,1608.0,2019,1089 Chapelhill Dr,NY,Victor,Ontario,304.6641791044776
2374,425000.0,2.0,2.0,0.0,2.0,condos,10550.0,1500.0,1955,94-11 34th Rd Unit 5C,NY,Jackson Heights,Queens,283.3333333333333
2375,700000.0,0.0,0.0,0.0,2.0,single_family,10550.0,1740.0,1957,595 Midwood St,NY,Brooklyn,Kings,402.2988505747126
2376,525000.0,4.0,2.0,0.0,2.0,single_family,26136.0,2108.0,1890,47 Ithaca St,NY,Waverly,Tioga,249.05123339658445
2377,525000.0,3.0,1.0,0.0,1.0,single_family,392040.0,915.0,1960,136 E 10th and 1/2 St,NY,Oswego,Oswego,573.7704918032787
2378,195000.0,2.0,1.0,1.0,1.0,single_family,8102.0,1150.0,1954,5719 Walden Dr,NY,Lakeview,Erie,169.56521739130434
2379,340000.0,4.0,3.0,2.0,2.0,single_family,43560.0,2130.0,2004,29 Barbara Mac D Dr,NY,Corinth,Saratoga,159.6244131455399
2380,249900.0,4.0,3.0,2.0,2.0,single_family,17912.0,2688.0,1990,110 Nanette Dr,NY,Rochester,Monroe,92.96875
2381,179000.0,4.0,3.0,2.0,2.0,single_family,6656.0,2223.0,1875,104 Monhagen Ave,NY,Middletown,Orange,80.52181736392262
2382,300000.0,4.0,2.0,0.0,2.0,single_family,15682.0,1508.0,1927,16 Cold Spring Rd,NY,Putnam Valley,Putnam,198.9389920424403
2383,525000.0,3.0,2.0,0.0,2.0,single_family,7405.0,1188.0,1947,103 Hampton Rd,NY,Elmira,Chemung,441.9191919191919
2384,164900.0,2.0,2.0,0.0,1.0,condos,8276.0,1368.0,1984,5291 Chestnut Ridge Rd Apt D,NY,Orchard Park,Erie,120.54093567251462
2385,119900.0,3.0,1.0,2.0,2.0,single_family,3485.0,1159.0,1910,29 Sheridan Ave,NY,Troy,Rensselaer,103.45125107851597
2386,164900.0,4.0,1.0,0.0,2.0,single_family,5201.0,1152.0,1956,415 Linwood Ave,NY,North Tonawanda,Niagara,143.14236111111111
2387,599999.0,4.0,3.0,2.0,2.0,single_family,20299.0,2755.0,1930,45 Lake Ave Ext,NY,Silver Creek,Chautauqua,217.78548094373866
2388,364900.0,3.0,2.0,1.0,1.0,single_family,31747.0,1656.0,1955,24 Longmeadow Dr,NY,East Aurora,Erie,220.3502415458937
2389,479974.0,3.0,3.0,0.0,2.0,townhomes,2614.0,2308.0,1826,100 3rd St,NY,Troy,Rensselaer,207.96100519930675
2390,625000.0,4.0,2.0,3.0,2.0,single_family,108900.0,2368.0,1856,123 Carpenter Rd,NY,Hopewell Junction,Dutchess,263.93581081081084
2391,399000.0,3.0,3.0,1.0,2.0,single_family,9583.0,1625.0,2020,20 Canton St,NY,Colonie,Albany,245.53846153846155
2392,760000.0,5.0,4.0,3.0,5.0,single_family,47916.0,3762.0,1940,3234 Lomala Rd,NY,Hopewell Junction,Dutchess,202.02020202020202
2393,699000.0,4.0,3.0,2.0,3.0,single_family,9997.0,2512.0,1923,22 Starin Ave,NY,Buffalo,Erie,278.2643312101911
2394,155007.0,2.0,1.0,0.0,1.0,coop,87120.0,1007.0,1956,29 Abeel St Apt 1E,NY,Yonkers,Westchester,153.9294935451837
2395,1100000.0,2.0,2.0,0.0,5.0,coop,10550.0,1740.0,1906,214 W 85th St Apt 2W,NY,New York City,New York,632.183908045977
2396,499999.0,2.0,2.0,0.0,2.0,single_family,16727040.0,768.0,1996,157 Mosel Ave,NY,Staten Island,Richmond,651.0403645833334
2397,2300000.0,8.0,6.0,3.0,2.0,multi_family,653400.0,5885.0,1912,2261 Salt Point Tpke,NY,Clinton Corners,Dutchess,390.82412914188615
2398,459000.0,2.0,1.0,1.0,2.0,single_family,10000.0,1740.0,1953,413 50th St,NY,Lindenhurst,Suffolk,263.7931034482759
2399,694000.0,4.0,3.0,2.0,2.0,single_family,21780.0,2800.0,2022,25 Elm Rd,NY,Peekskill,Westchester,247.85714285714286
2400,550000.0,4.0,3.0,1.0,3.0,single_family,8000.0,1955.0,2000,293 Florida Ave,NY,Copiague,Suffolk,281.3299232736573
2401,1175000.0,4.0,4.0,2.0,2.0,single_family,42689.0,2928.0,1997,18 Sandstone Trl,NY,New City,Rockland,401.2978142076503
2402,459000.0,3.0,4.0,0.0,2.0,multi_family,16988.0,1740.0,1959,2974 N Wading River Rd,NY,Wading River,Suffolk,263.7931034482759
2403,495000.0,0.0,1.0,0.0,2.0,condos,10550.0,1740.0,1959,249 E 48th St Apt 10F,NY,New York City,New York,284.48275862068965
2404,699000.0,3.0,3.0,1.0,2.0,single_family,5458.0,1792.0,1915,14 Plymouth Ave,NY,Yonkers,Westchester,390.0669642857143
2405,359000.0,2.0,2.0,0.0,1.0,condos,10550.0,863.0,1995,180 Davis Ave Apt 3A,NY,Bronx,Bronx,415.99073001158746
2406,2748000.0,5.0,4.0,2.0,3.0,single_family,9920.0,1740.0,1936,45 Mason Dr,NY,Manhasset,Nassau,1579.3103448275863
2407,450000.0,1.0,1.0,0.0,2.0,condos,10550.0,650.0,1964,501 Surf Aly Unit 2D,NY,Brooklyn,Kings,692.3076923076923
2408,239000.0,1.0,1.0,0.0,1.0,coop,10550.0,1740.0,1963,86-16 60th Ave Unit 2N,NY,Elmhurst,Queens,137.35632183908046
2409,1499000.0,3.0,5.0,2.0,3.0,single_family,10550.0,3422.0,2019,14 Rose Ln,NY,Rye Brook,Westchester,438.0479251899474
2410,749900.0,4.0,3.0,2.0,2.0,single_family,9583.0,2883.0,1957,1 Bergen Pl,NY,Niskayuna,Schenectady,260.1109954908082
2411,689000.0,3.0,2.0,0.0,1.0,single_family,3879.0,984.0,1960,66 Bartlett Ave,NY,Staten Island,Richmond,700.2032520325204
2412,219000.0,3.0,2.0,0.0,2.0,single_family,200376.0,2048.0,1982,1921 Monroe Orleans County Line Rd,NY,Kendall,Orleans,106.93359375
2413,525000.0,3.0,1.0,2.0,2.0,single_family,26406.0,1244.0,1900,12190 Mill St,NY,Henderson,Jefferson,422.0257234726688
2414,330000.0,3.0,2.0,0.0,2.0,single_family,75794.0,2052.0,2003,5969 Route 23,NY,Acra,Greene,160.8187134502924
2415,239900.0,3.0,2.0,2.0,2.0,single_family,130244.0,1600.0,2022,1379 Route 146,NY,Rexford,Saratoga,149.9375
2416,185000.0,4.0,2.0,2.0,2.0,single_family,16117.0,1778.0,1959,28 Iva Mae Dr,NY,North Chili,Monroe,104.04949381327334
2417,519500.0,4.0,3.0,2.0,2.0,single_family,233482.0,3160.0,1991,127 Gillespie Rd,NY,Granville,Washington,164.3987341772152
2418,349900.0,5.0,3.0,2.0,2.0,single_family,39422.0,2624.0,1841,3749 Lake Rd N,NY,Brockport,Monroe,133.34603658536585
2419,375000.0,3.0,2.0,2.0,2.0,single_family,111949.0,1996.0,1951,13 Cobble Knob Way,NY,Schodack Landing,Rensselaer,187.875751503006
2420,159900.0,4.0,2.0,1.0,2.0,single_family,5227.0,1590.0,1910,961 Livingston Ave,NY,Schenectady,Schenectady,100.56603773584905
2421,419000.0,4.0,3.0,2.0,2.0,single_family,11326.0,2235.0,1996,59 Patterson Dr,NY,Bethlehem,Albany,187.47203579418345
2422,219900.0,2.0,2.0,0.0,2.0,single_family,4792.0,1416.0,1935,182 Sycamore St,NY,Albany,Albany,155.29661016949152
2423,162500.0,2.0,2.0,1.0,2.0,single_family,13504.0,1351.0,1954,12 Adelaide St,NY,Norwich,Chenango,120.28127313101406
2424,254900.0,3.0,2.0,1.0,2.0,single_family,9148.0,1416.0,1930,1421 Elton Ave,NY,Schenectady,Schenectady,180.0141242937853
2425,295000.0,3.0,2.0,0.0,2.0,single_family,9148.0,1658.0,1935,11 Grace St,NY,Colonie,Albany,177.9252110977081
2426,599900.0,5.0,3.0,2.0,2.0,single_family,513137.0,3368.0,1990,4200 Abbey Rd,NY,Syracuse,Onondaga,178.11757719714964
2427,109900.0,4.0,1.0,2.0,2.0,single_family,32670.0,1275.0,1820,172 Mill Rd,NY,Pitcher,Chenango,86.19607843137256
2428,589999.0,3.0,3.0,1.0,2.0,townhomes,2178.0,1740.0,2006,6 Eagle Cir,NY,Bohemia,Suffolk,339.07988505747124
2429,549999.0,3.0,2.0,0.0,2.0,single_family,6970.0,1740.0,1920,53 Centershore Rd,NY,Centerport,Suffolk,316.09137931034485
2430,549900.0,3.0,3.0,2.0,2.0,single_family,54014.0,2050.0,1982,10 Drovers Ln,NY,Brewster,Putnam,268.2439024390244
2431,2900000.0,3.0,2.0,3.0,2.0,single_family,19166.0,1504.0,1952,85 Forest Bay Rd S,NY,Hague,Warren,1928.1914893617022
2432,449000.0,4.0,2.0,0.0,2.0,single_family,9862.0,2060.0,1959,14 Robyn Dr,NY,Monroe,Orange,217.96116504854368
2433,569000.0,4.0,3.0,2.0,3.0,single_family,35719.0,2500.0,1963,78 Wheaton Ave,NY,Fishkill,Dutchess,227.6
2434,629900.0,4.0,3.0,2.0,2.0,single_family,23522.0,2710.0,2003,6 Clare Ct,NY,Hopewell Junction,Dutchess,232.43542435424354
2435,209000.0,1.0,1.0,0.0,1.0,coop,98881.0,800.0,1953,101 Old Mamaroneck Rd Apt 3A1,NY,White Plains,Westchester,261.25
2436,439000.0,2.0,2.0,1.0,2.0,condos,10550.0,1500.0,1980,299 Heritage Hls Unit B,NY,Somers,Westchester,292.6666666666667
